,date,SLP,MSLP,EVP,DBT,WBT,RF
3704,1979-02-22,948.3,1008.175,43.5,25.875,18.950000000000003,1.5
3705,1979-02-23,947.875,1007.5,44.75,27.4,19.725,1.5
3706,1979-02-24,948.1,1007.8,46.0,27.1,18.575,1.0
3707,1979-02-25,948.525,1008.525,70.75,25.35,19.175,1.25
3708,1979-02-26,951.075,1011.325,57.25,24.95,18.425,2.0
3709,1979-02-27,950.95,1011.25,39.75,24.55,18.95,1.5
3710,1979-02-28,951.0,1011.425,22.5,24.175,19.5,2.25
3711,1979-03-01,952.5,1012.875,40.0,24.75,19.275,1.75
3712,1979-03-02,953.15,1013.55,80.5,24.9,17.85,0.5
3713,1979-03-03,953.275,1013.7,77.0,24.9,18.25,0.75
3714,1979-03-04,952.25,1012.45,99.0,25.775,18.95,0.0
3715,1979-03-05,952.575,1012.55,94.25,26.65,17.55,0.25
3716,1979-03-06,951.025,1010.925,99.0,26.925,16.95,0.0
3717,1979-03-07,949.65,1009.225,72.0,28.0,16.700000000000003,0.5
3718,1979-03-08,947.8,1007.1,36.25,29.1,18.05,2.5
3719,1979-03-09,948.55,1008.25,89.25,26.9,15.85,0.25
3720,1979-03-10,949.525,1010.0,99.0,23.65,12.9,0.0
3721,1979-03-11,949.575,1009.775,99.0,24.95,13.45,0.0
3722,1979-03-12,949.6,1009.4,99.0,26.7,15.2,0.0
3723,1979-03-13,948.85,1008.525,99.0,27.075,15.925,0.0
3724,1979-03-14,948.45,1008.225,99.0,26.8,15.95,0.0
3725,1979-03-15,948.05,1007.625,99.0,27.85,17.025,0.0
3726,1979-03-16,948.0,1007.275,99.0,28.85,18.775,0.0
3727,1979-03-17,947.625,1006.6,75.75,30.025,20.65,1.0
3728,1979-03-18,947.375,1006.175,63.25,30.375,21.1,1.25
3729,1979-03-19,947.925,1006.95,48.75,30.3,21.05,2.0
3730,1979-03-20,949.2,1008.325,54.75,30.05,21.45,1.5
3731,1979-03-21,949.125,1008.15,51.25,30.2,21.3,1.5
3732,1979-03-22,948.55,755.85,60.75,29.975,20.8,0.75
3733,1979-03-23,948.325,1007.675,79.75,28.7,20.15,2.25
3734,1979-03-24,948.725,1007.95,67.25,29.4,19.85,1.0
3735,1979-03-25,949.175,1008.4,35.0,29.525,20.8,1.75
3736,1979-03-26,949.45,1008.8,43.75,29.075,20.95,1.75
3737,1979-03-27,949.225,1008.3,38.75,30.35,20.35,2.25
3738,1979-03-28,948.2,1007.0,31.25,31.5,20.3,2.25
3739,1979-03-29,946.775,1005.45,38.75,31.65,19.9,1.25
3740,1979-03-30,945.525,1004.275,80.5,31.3,19.35,0.5
3741,1979-03-31,946.05,1004.675,77.0,31.2,19.825,0.5
3742,1979-04-01,947.325,1006.075,77.0,31.45,19.6,0.75
3743,1979-04-02,947.025,1005.55,75.75,32.1,20.8,1.25
3744,1979-04-03,945.975,1004.25,68.5,32.3,20.55,2.25
3745,1979-04-04,944.275,1002.475,56.0,33.15,19.6,1.0
3746,1979-04-05,944.825,1003.45,89.25,31.3,18.9,0.5
3747,1979-04-06,945.4,1004.025,79.25,31.35,18.525,0.25
3748,1979-04-07,946.775,1005.425,99.0,31.675,17.35,0.0
3749,1979-04-08,946.85,1005.775,99.0,30.55,17.95,0.0
3750,1979-04-09,946.625,1005.375,99.0,31.0,19.775,0.0
3751,1979-04-10,946.225,1004.8,62.0,32.05,21.5,0.75
3752,1979-04-11,944.95,1003.45,31.25,31.6,21.625,2.5
3753,1979-04-12,945.45,1003.975,62.0,31.700000000000003,21.450000000000003,1.25
3754,1979-04-13,948.025,1006.825,35.0,31.3,22.8,1.25
3755,1979-04-14,949.025,1008.075,42.5,30.2,21.725,1.25
3756,1979-04-15,948.35,1007.55,41.0,29.75,22.65,2.25
3757,1979-04-16,948.25,1007.55,31.25,28.85,21.9,3.0
3758,1979-04-17,947.4,1006.7,41.25,28.45,22.45,1.5
3759,1979-04-18,947.6,1006.575,53.5,30.1,21.35,1.5
3760,1979-04-19,947.625,1006.25,38.75,32.25,21.9,2.0
3761,1979-04-20,946.325,1004.725,46.0,32.9,21.4,2.0
3762,1979-04-21,944.925,1003.1,35.0,33.35,20.45,2.0
3763,1979-04-22,945.375,1003.725,52.25,33.45,18.75,2.0
3764,1979-04-23,947.75,1006.325,60.75,32.45,20.175,1.25
3765,1979-04-24,949.025,1007.8,62.25,31.95,19.25,1.0
3766,1979-04-25,948.45,1007.0,55.0,32.7,20.7,2.0
3767,1979-04-26,947.9,1006.425,61.25,32.5,20.675,2.25
3768,1979-04-27,946.4,1004.75,62.0,33.15,21.55,0.75
3769,1979-04-28,944.4,1002.675,63.25,32.95,22.2,1.5
3770,1979-04-29,943.75,1004.45,63.25,33.2,22.075000000000003,0.75
3771,1979-04-30,944.8,1002.9,72.0,34.1,21.85,0.75
3772,1979-05-01,945.825,1004.15,99.0,33.05,23.15,0.0
3773,1979-05-02,945.175,1003.25,84.75,34.2,19.75,1.75
3774,1979-05-03,943.7,1001.6,56.0,34.8,21.85,2.5
3775,1979-05-04,943.725,1001.675,35.0,34.7,22.1,2.25
3776,1979-05-05,943.075,1000.825,70.75,35.05,20.5,0.75
3777,1979-05-06,942.975,1001.2,79.75,34.45,19.4,1.0
3778,1979-05-07,943.625,1001.625,64.75,34.15,22.5,1.75
3779,1979-05-08,943.325,1001.3,72.0,33.85,22.225,1.25
3780,1979-05-09,943.475,1001.4,62.0,34.2,21.75,0.75
3781,1979-05-10,942.325,1000.35,61.25,33.7,22.15,2.5
3782,1979-05-11,940.825,999.05,40.0,32.15,22.95,3.5
3783,1979-05-12,937.475,996.475,25.0,29.7,22.95,3.5
3784,1979-05-13,936.05,995.65,8.0,23.95,22.85,4.25
3785,1979-05-14,940.05,1000.275,8.5,21.5,20.65,5.0
3786,1979-05-15,946.575,1006.625,41.25,24.450000000000003,21.3,4.5
3787,1979-05-16,946.35,1005.7,53.75,28.0,21.7,2.25
3788,1979-05-17,946.45,1005.4,35.0,29.8,21.5,1.75
3789,1979-05-18,947.15,1005.825,53.5,31.5,21.1,1.5
3790,1979-05-19,946.9,1005.55,70.75,31.9,20.85,0.5
3791,1979-05-20,946.35,1004.95,54.75,31.95,20.6,2.0
3792,1979-05-21,947.175,1005.725,65.0,32.55,21.2,2.5
3793,1979-05-22,946.3,1004.85,47.5,32.25,21.75,3.0
3794,1979-05-23,946.225,1004.8,27.5,32.15,21.950000000000003,2.5
3795,1979-05-24,945.825,1004.3,33.75,32.3,21.9,2.25
3796,1979-05-25,946.8,1005.25,25.0,32.35,20.8,2.5
3797,1979-05-26,947.825,1006.375,59.75,32.3,21.35,1.25
3798,1979-05-27,948.1,1006.8,25.0,32.2,21.4,2.75
3799,1979-05-28,946.975,1005.425,42.25,33.05,22.15,2.259120606118836
3800,1979-05-29,948.075,1007.05,25.0,30.4,22.05,2.5
3801,1979-05-30,945.75,1004.2,42.5,32.4,22.25,1.5
3802,1979-05-31,945.125,1003.525,33.75,32.65,22.1,2.75
3803,1979-06-01,946.425,1005.2,26.25,30.95,22.15,2.75
3804,1979-06-02,946.075,1004.625,36.25,32.05,22.55,3.25
3805,1979-06-03,944.625,1002.875,41.25,33.1,22.4,2.25
3806,1979-06-04,944.075,1002.075,43.75,34.2,22.55,2.25
3807,1979-06-05,942.675,1000.575,66.0,34.5,20.85,2.25
3808,1979-06-06,941.3,998.975,62.0,34.85,22.65,1.0
3809,1979-06-07,941.05,998.775,67.25,35.05,22.65,1.0
3810,1979-06-08,940.675,998.175,81.75,35.45,23.0,0.5
3811,1979-06-09,941.475,999.475,36.25,33.15,23.75,2.25
3812,1979-06-10,944.4,1002.925,37.5,31.75,22.65,1.5
3813,1979-06-11,942.5,1000.525,45.0,33.8,23.9,1.5
3814,1979-06-12,941.975,1000.15,26.25,32.3,23.1,2.0
3815,1979-06-13,940.7,998.7,35.0,33.0,22.75,3.25
3816,1979-06-14,940.775,998.6,28.75,33.8,22.9,2.0
3817,1979-06-15,941.725,999.925,37.5,33.099999999999994,23.5,2.0
3818,1979-06-16,943.075,1001.375,41.25,32.4,23.7,2.0
3819,1979-06-17,943.875,1002.225,46.25,32.5,23.9,2.75
3820,1979-06-18,944.45,1003.15,23.75,30.55,23.5,2.0
3821,1979-06-19,944.55,1003.275,25.0,30.55,23.55,2.75
3822,1979-06-20,943.55,1002.3,27.5,30.0,23.25,3.0
3823,1979-06-21,942.425,1001.675,16.25,27.3,22.7,3.75
3824,1979-06-22,941.925,1001.3,18.75,26.7,22.85,2.5
3825,1979-06-23,942.225,1002.225,14.5,23.55,22.7,3.75
3826,1979-06-24,940.85,1000.775,7.75,23.45,22.3,4.25
3827,1979-06-25,939.15,999.0,6.75,23.2,21.95,5.25
3828,1979-06-26,938.5,997.875,9.0,25.35,22.6,3.75
3829,1979-06-27,939.9,998.975,17.5,27.55,22.4,2.5
3830,1979-06-28,941.05,1000.125,33.5,28.15,22.5,2.75
3831,1979-06-29,942.075,1001.475,28.5,28.0,22.125,3.5
3832,1979-06-30,942.675,1001.725,17.5,28.55,22.25,1.75
3833,1979-07-01,941.575,1000.825,17.5,27.2,22.25,3.0
3834,1979-07-02,941.575,1000.575,23.75,28.1,22.15,2.5
3835,1979-07-03,944.6,1003.875,32.5,28.25,22.3,2.75
3836,1979-07-04,945.45,1004.6,22.5,28.8,22.15,3.5
3837,1979-07-05,944.7,1004.0,31.25,27.9,22.4,2.75
3838,1979-07-06,943.8,1003.0,32.5,28.1,22.25,2.25
3839,1979-07-07,942.4,1001.575,35.0,28.05,22.15,3.0
3840,1979-07-08,942.225,1001.9,19.5,25.6,22.7,2.75
3841,1979-07-09,942.375,1001.95,19.75,25.9,23.1,3.75
3842,1979-07-10,943.3,1002.825,27.0,26.5,22.35,4.0
3843,1979-07-11,945.275,1002.4,33.75,28.7,22.2,2.5
3844,1979-07-12,944.45,1003.525,26.25,29.0,21.75,2.5
3845,1979-07-13,945.425,1004.675,22.5,27.950000000000003,22.2,2.5
3846,1979-07-14,945.875,1005.475,22.5,27.0,22.1,2.5
3847,1979-07-15,945.825,1005.175,35.0,27.65,22.5,4.25
3848,1979-07-16,946.65,1006.0,21.25,28.25,22.65,1.75
3849,1979-07-17,945.975,1005.05,52.5,29.45,22.55,2.75
3850,1979-07-18,946.0,1005.2,36.25,29.0,22.6,2.0
3851,1979-07-19,945.125,1004.075,25.0,29.6,22.95,1.75
3852,1979-07-20,945.05,1003.975,32.5,29.9,22.5,3.5
3853,1979-07-21,945.225,1004.175,36.25,29.65,22.55,3.75
3854,1979-07-22,944.5,1003.75,36.25,28.1,23.1,2.5
3855,1979-07-23,943.075,1002.3,35.0,27.65,23.3,4.5
3856,1979-07-24,943.2,1002.8,30.0,25.9,23.5,3.75
3857,1979-07-25,943.475,1002.75,23.75,27.4,24.05,2.5
3858,1979-07-26,943.725,1002.875,22.5,28.15,23.75,3.5
3859,1979-07-27,942.425,1001.675,28.75,27.6,23.05,3.25
3860,1979-07-28,941.8,1001.2,18.25,26.1,22.950000000000003,4.25
3861,1979-07-29,941.475,1001.325,13.75,23.9,22.0,3.75
3862,1979-07-30,940.45,1000.175,14.25,24.35,22.35,3.75
3863,1979-07-31,939.5,998.775,15.75,26.3,22.95,3.0
3864,1979-08-01,939.3,998.9,14.0,24.6,22.6,3.25
3865,1979-08-02,939.15,998.975,11.5,23.55,22.45,4.5
3866,1979-08-03,940.3,1000.3,8.25,23.0,22.2,4.0
3867,1979-08-04,940.35,999.95,13.5,24.65,22.35,4.75
3868,1979-08-05,940.925,1000.425,14.0,25.5,22.6,3.0
3869,1979-08-06,940.525,1000.075,13.0,25.25,22.15,3.75
3870,1979-08-07,940.8,1000.4,14.25,24.9,21.95,4.5
3871,1979-08-08,940.4,999.825,13.0,25.7,21.9,3.5
3872,1979-08-09,939.425,998.85,18.25,25.55,21.6,2.75
3873,1979-08-10,941.3,1000.775,18.75,26.2,21.95,3.0
3874,1979-08-11,943.85,1003.375,19.75,26.55,22.15,1.5
3875,1979-08-12,945.25,1004.825,20.0,26.65,22.15,3.0
3876,1979-08-13,944.425,1003.85,22.5,27.05,22.4,1.75
3877,1979-08-14,944.3,1003.875,23.75,26.6,21.8,3.5
3878,1979-08-15,944.85,1004.45,21.25,26.5,22.5,3.0
3879,1979-08-16,945.625,1005.35,18.75,26.05,22.25,3.0
3880,1979-08-17,945.925,1005.7,22.5,25.8,22.0,3.25
3881,1979-08-18,944.875,1004.725,17.5,25.15,22.65,3.5
3882,1979-08-19,943.925,1003.55,23.75,26.35,22.450000000000003,2.75
3883,1979-08-20,944.125,1003.55,41.25,27.35,22.1,2.5
3884,1979-08-21,945.35,1004.85,40.0,27.3,21.75,3.0
3885,1979-08-22,945.875,1005.225,25.0,27.85,22.35,2.75
3886,1979-08-23,946.05,1005.425,40.0,27.7,22.700000000000003,2.75
3887,1979-08-24,946.875,1006.45,46.0,27.25,23.15,2.0
3888,1979-08-25,946.05,1005.325,37.5,28.4,23.45,2.25
3889,1979-08-26,945.05,1004.325,28.75,28.3,23.5,2.25
3890,1979-08-27,945.4,1005.05,27.5,26.05,23.35,2.75
3891,1979-08-28,945.9,1005.625,38.75,26.25,23.35,3.25
3892,1979-08-29,946.675,1006.825,18.25,24.35,22.95,2.75
3893,1979-08-30,947.3,1007.125,19.5,25.95,22.65,4.0
3894,1979-08-31,948.075,1007.625,42.25,27.6,23.3,1.75
3895,1979-09-01,946.45,1005.675,23.75,28.200000000000003,23.7,2.25
3896,1979-09-02,946.3,1006.325,20.0,24.35,22.2,3.25
3897,1979-09-03,945.2,1004.65,36.25,26.95,22.8,3.75
3898,1979-09-04,944.75,1004.225,33.75,27.0,21.45,2.25
3899,1979-09-05,945.05,1004.675,46.25,26.4,21.05,2.75
3900,1979-09-06,946.275,1005.775,23.75,27.4,22.35,2.5
3901,1979-09-07,947.6,1007.325,36.25,26.55,22.85,3.0
3902,1979-09-08,948.425,1008.35,31.25,26.3,23.05,3.0
3903,1979-09-09,948.8,1008.825,25.0,25.6,22.6,3.75
3904,1979-09-10,947.925,1007.475,33.75,27.4,23.05,2.75
3905,1979-09-11,947.55,1007.075,18.75,27.7,23.2,2.75
3906,1979-09-12,947.75,1007.3,22.5,27.4,23.05,3.0
3907,1979-09-13,947.6,1007.3,22.5,26.95,23.35,3.0
3908,1979-09-14,948.225,1008.125,21.25,25.95,22.8,2.75
3909,1979-09-15,947.85,1007.425,22.5,27.35,23.7,2.5
3910,1979-09-16,947.65,1007.25,25.0,27.15,23.45,2.0
3911,1979-09-17,946.75,1006.45,23.75,26.6,22.85,3.25
3912,1979-09-18,946.6,1006.2,20.0,27.15,23.3,4.25
3913,1979-09-19,946.5,1005.95,21.25,27.65,23.2,3.25
3914,1979-09-20,946.25,1005.725,22.5,27.3,23.0,3.0
3915,1979-09-21,945.425,1004.675,26.25,28.1,23.45,2.5
3916,1979-09-22,945.675,1005.25,20.75,26.7,24.0,3.25
3917,1979-09-23,944.975,1005.175,11.25,23.25,22.5,4.25
3918,1979-09-24,945.15,1003.125,18.75,25.4,23.450000000000003,3.5
3919,1979-09-25,942.95,1002.55,15.75,25.8,23.75,3.25
3920,1979-09-26,941.85,1001.75,11.5,24.2,23.200000000000003,3.75
3921,1979-09-27,942.45,1002.55,9.75,23.35,22.15,4.0
3922,1979-09-28,943.8,1003.625,22.0,24.9,22.65,2.0
3923,1979-09-29,944.7,1004.625,21.25,24.5,22.2,3.75
3924,1979-09-30,944.8,1004.575,21.25,25.3,22.275,3.25
3925,1979-10-01,945.15,1004.9,21.25,25.3,22.85,3.0
3926,1979-10-02,945.85,1005.525,37.5,26.35,22.8,2.75
3927,1979-10-03,946.825,1006.625,62.5,26.15,22.45,2.75
3928,1979-10-04,946.85,1006.6,53.75,26.55,21.9,2.0
3929,1979-10-05,947.25,1006.925,53.75,26.95,22.45,3.5
3930,1979-10-06,947.575,1007.15,43.75,27.35,22.5,2.75
3931,1979-10-07,948.875,1008.35,36.25,28.35,22.75,2.25
3932,1979-10-08,950.6,1010.375,61.0,27.6,22.15,2.25
3933,1979-10-09,951.075,1010.875,61.0,27.4,21.0,1.75
3934,1979-10-10,950.975,1010.775,56.25,27.05,21.35,1.75
3935,1979-10-11,950.775,1010.575,66.25,27.25,21.65,2.0
3936,1979-10-12,950.975,1010.8,70.75,27.25,21.65,1.25
3937,1979-10-13,951.375,1011.15,75.75,27.0,21.05,0.75
3938,1979-10-14,951.825,1011.65,72.0,27.15,20.65,0.75
3939,1979-10-15,952.55,1012.575,58.5,26.65,20.8,0.75
3940,1979-10-16,951.9,1011.75,80.5,27.35,20.6,0.75
3941,1979-10-17,950.925,1010.75,60.75,27.25,20.65,0.75
3942,1979-10-18,950.65,1010.725,52.25,25.85,21.35,2.5
3943,1979-10-19,951.65,1011.65,47.5,26.45,21.45,2.75
3944,1979-10-20,953.3,1013.4,53.5,26.15,21.0,2.5
3945,1979-10-21,953.4,1013.625,22.5,26.3,20.55,2.75
3946,1979-10-22,952.8,1013.225,38.25,24.8,21.200000000000003,2.25
3947,1979-10-23,952.925,1013.35,31.25,24.9,21.4,2.5
3948,1979-10-24,954.05,1014.425,47.5,25.6,21.05,3.25
3949,1979-10-25,953.775,1013.95,50.0,26.15,20.3,1.75
3950,1979-10-26,951.5,1011.7,69.75,25.7,19.7,1.75
3951,1979-10-27,950.35,1010.6,53.75,25.05,19.9,2.0
3952,1979-10-28,950.9,1011.1,36.25,25.25,19.75,1.75
3953,1979-10-29,951.275,1011.25,43.75,26.475,20.4,3.25
3954,1979-10-30,951.35,1011.425,42.5,26.1,21.1,2.5
3955,1979-10-31,950.325,1010.55,75.75,25.3,19.45,1.25
3956,1979-11-01,948.35,1008.325,57.25,25.35,18.4,2.5
3957,1979-11-02,947.925,1007.975,40.0,25.15,19.95,2.5
3958,1979-11-03,948.35,1008.975,22.5,25.55,22.05,2.5
3959,1979-11-04,950.075,1010.6,17.5,23.75,21.5,3.25
3960,1979-11-05,950.5,758.05,28.0,24.7,21.7,4.5
3961,1979-11-06,950.225,1010.45,33.75,24.950000000000003,21.4,3.25
3962,1979-11-07,949.65,1009.85,46.75,25.15,21.05,2.5
3963,1979-11-08,949.95,1010.0,56.25,25.5,21.1,2.25
3964,1979-11-09,949.5,1009.625,38.5,25.3,20.85,1.25
3965,1979-11-10,948.725,1008.8,63.75,25.15,20.05,2.75
3966,1979-11-11,948.975,1009.125,41.0,24.6,19.85,1.75
3967,1979-11-12,950.475,1010.85,75.0,24.225,18.75,3.5
3968,1979-11-13,951.55,1012.05,43.75,24.4,19.15,2.75
3969,1979-11-14,950.875,1011.4,30.0,23.5,20.5,3.25
3970,1979-11-15,949.975,1010.625,12.5,22.85,21.25,4.25
3971,1979-11-16,949.95,1010.725,7.25,22.1,21.5,4.25
3972,1979-11-17,950.5,1010.9,16.75,24.05,21.4,2.5
3973,1979-11-18,952.0,1012.225,21.25,25.1,21.55,2.5
3974,1979-11-19,950.875,1011.275,61.25,24.450000000000003,20.65,1.75
3975,1979-11-20,949.125,1009.4,78.5,24.55,19.7,1.25
3976,1979-11-21,949.175,1009.425,81.75,24.7,19.35,0.25
3977,1979-11-22,949.8,1009.875,66.0,25.4,19.45,1.0
3978,1979-11-23,950.075,1010.325,57.5,25.15,21.05,2.5
3979,1979-11-24,950.8,1011.0,25.0,25.25,20.9,1.5
3980,1979-11-25,951.3,1012.275,15.0,21.7,19.7,2.75
3981,1979-11-26,950.25,1011.15,14.75,22.15,21.1,5.25
3982,1979-11-27,951.325,1012.075,12.25,22.85,21.7,3.75
3983,1979-11-28,951.7,1012.15,33.75,24.2,21.2,2.5
3984,1979-11-29,951.675,1010.775,38.0,23.1,20.8,2.5
3985,1979-11-30,950.525,1011.05,41.25,23.5,21.1,2.25
3986,1979-12-01,953.0,1013.85,42.25,23.15,19.75,2.5
3987,1979-12-02,955.45,1016.45,72.0,22.95,18.0,0.5
3988,1979-12-03,954.7,1015.75,99.0,22.4,16.5,0.0
3989,1979-12-04,953.925,1014.975,77.0,22.05,17.05,0.75
3990,1979-12-05,954.9,1016.075,48.0,22.05,17.85,2.5
3991,1979-12-06,954.775,1015.725,32.5,23.1,18.85,3.25
3992,1979-12-07,954.275,1015.0,28.75,23.55,19.25,2.25
3993,1979-12-08,954.025,1014.825,62.0,23.15,17.15,1.5
3994,1979-12-09,953.975,1015.1,72.0,21.95,15.2,0.75
3995,1979-12-10,953.575,1014.725,61.0,21.65,15.65,1.5
3996,1979-12-11,953.15,1014.15,46.25,22.2,17.35,3.0
3997,1979-12-12,953.15,1014.2,93.0,22.35,16.35,0.25
3998,1979-12-13,952.6,1013.75,87.0,21.35,14.4,1.0
3999,1979-12-14,952.05,1013.125,99.0,21.45,15.6,0.0
4000,1979-12-15,952.175,1013.05,48.5,22.5,18.15,2.25
4001,1979-12-16,952.725,1013.375,16.5,23.9,19.3,3.75
4002,1979-12-17,952.5,1013.05,22.0,24.0,19.700000000000003,3.0
4003,1979-12-18,952.35,1012.925,39.75,23.9,19.6,1.75
4004,1979-12-19,951.35,1011.95,23.75,23.7,18.8,2.0
4005,1979-12-20,951.175,1011.875,32.75,23.3,19.05,3.5
4006,1979-12-21,953.0,1013.85,22.0,22.8,18.9,3.5
4007,1979-12-22,953.925,1014.825,40.75,22.9,19.0,2.25
4008,1979-12-23,953.725,1014.85,59.0,21.95,15.8,1.25
4009,1979-12-24,954.025,1015.35,99.0,20.85,14.8,0.0
4010,1979-12-25,954.675,1016.1,99.0,20.5,15.45,0.0
4011,1979-12-26,953.525,1014.8,99.0,21.15,16.2,0.0
4012,1979-12-27,952.575,1013.7,94.25,21.65,15.9,0.25
4013,1979-12-28,952.675,1013.825,99.0,21.2,15.725,0.0
4014,1979-12-29,953.025,1014.175,99.0,21.55,16.35,0.0
4015,1979-12-30,951.65,1012.7,94.25,21.700000000000003,16.15,0.25
4016,1979-12-31,951.4,1012.7,99.0,20.266666666666666,15.733333333333334,0.0
4017,1980-01-01,949.825,1010.4,70.75,23.5,17.55,0.5
4018,1980-01-02,949.8,1010.35,70.75,23.1,18.15,1.25
4019,1980-01-03,950.075,1010.625,57.25,23.7,18.35,1.75
4020,1980-01-04,950.875,1011.5,80.5,23.2,18.25,0.25
4021,1980-01-05,951.9,1012.6,78.0,23.2,18.3,0.25
4022,1980-01-06,952.775,1013.575,42.25,23.25,19.05,1.5
4023,1980-01-07,954.05,1015.025,23.75,22.3,18.95,2.75
4024,1980-01-08,953.625,1014.475,31.25,22.8,18.425,3.0
4025,1980-01-09,952.9,1013.95,37.5,21.85,17.05,2.75
4026,1980-01-10,951.2,1012.025,99.0,22.55,16.7,0.0
4027,1980-01-11,950.85,1011.575,73.25,23.0,17.450000000000003,1.0
4028,1980-01-12,952.45,1013.2,80.5,22.95,17.1,0.75
4029,1980-01-13,953.525,1014.425,99.0,22.55,16.8,0.0
4030,1980-01-14,953.675,1014.675,88.25,22.25,16.049999999999997,1.0
4031,1980-01-15,953.675,1014.175,99.0,21.95,16.1,0.0
4032,1980-01-16,953.4,1014.525,70.25,22.05,16.9,1.75
4033,1980-01-17,953.675,1014.575,99.0,22.45,15.8,0.0
4034,1980-01-18,954.15,1015.225,99.0,21.95,16.4,0.0
4035,1980-01-19,955.6,1016.925,99.0,21.55,16.2,0.0
4036,1980-01-20,954.925,1015.975,99.0,22.5,16.15,0.0
4037,1980-01-21,953.8666666666668,1014.2666666666668,63.333333333333336,25.2,16.8,1.0
4038,1980-01-22,952.9,1013.5,62.25,24.200000000000003,16.400000000000002,2.25
4039,1980-01-23,950.675,1010.975,52.25,24.8,17.025,1.0
4040,1980-01-24,950.5,1010.975,61.0,24.25,16.900000000000002,2.75
4041,1980-01-25,951.625,1012.15,62.0,24.25,17.35,1.25
4042,1980-01-26,951.025,1011.5,75.75,24.15,17.25,0.5
4043,1980-01-27,949.5,1009.775,58.5,24.5,17.55,2.25
4044,1980-01-28,948.35,1008.4,63.25,25.45,17.15,0.75
4045,1980-01-29,948.5,1009.0,99.0,23.35,16.0,0.0
4046,1980-01-30,948.725,1009.2,99.0,23.25,15.85,0.0
4047,1980-01-31,949.95,1010.4,80.5,23.8,17.0,0.25
4048,1980-02-01,950.275,1010.5,63.25,25.2,17.75,0.75
4049,1980-02-02,950.15,1010.225,54.75,25.5,17.25,1.25
4050,1980-02-03,950.775,1011.125,53.5,24.75,17.125,1.25
4051,1980-02-04,950.4,1010.575,52.25,25.3,17.75,1.75
4052,1980-02-05,950.55,1010.725,36.25,25.4,18.5,3.0
4053,1980-02-06,950.575,1010.55,53.5,25.85,18.15,1.75
4054,1980-02-07,951.0,1011.1,81.75,25.8,18.3,0.75
4055,1980-02-08,951.95,1012.25,61.0,25.15,18.85,1.5
4056,1980-02-09,951.525,1011.525,70.75,25.75,18.75,1.0
4057,1980-02-10,950.875,1010.825,63.25,26.1,18.25,1.0
4058,1980-02-11,952.325,1012.675,53.5,25.25,19.2,1.5
4059,1980-02-12,952.7666666666668,1012.7666666666668,74.33333333333333,26.666666666666668,19.6,1.3333333333333333
4060,1980-02-13,951.7333333333332,1012.1,74.33333333333333,25.0,18.4,0.6666666666666666
4061,1980-02-14,948.35,1010.775,53.5,26.6,18.85,1.0
4062,1980-02-15,950.25,1010.1,42.5,26.65,18.3,2.25
4063,1980-02-16,950.1,1009.9,62.0,26.65,18.35,1.5
4064,1980-02-17,950.275,1010.1,63.25,26.6,18.3,0.75
4065,1980-02-18,951.025,1010.875,64.5,26.75,19.0,1.0
4066,1980-02-19,951.35,1011.1,81.75,27.4,18.65,0.75
4067,1980-02-20,951.95,1011.825,70.75,27.1,19.45,0.75
4068,1980-02-21,953.55,1013.5,72.0,27.4,19.05,1.0
4069,1980-02-22,952.375,1012.25,81.75,27.4,18.05,0.25
4070,1980-02-23,950.625,1010.325,64.5,28.25,17.85,0.75
4071,1980-02-24,949.15,1008.65,99.0,28.5,17.3,0.0
4072,1980-02-25,948.55,1008.0,81.75,28.450000000000003,17.0,0.25
4073,1980-02-26,949.9,1009.375,81.75,28.5,17.35,0.25
4074,1980-02-27,948.225,1007.7,99.0,27.8,16.75,0.0
4075,1980-02-28,946.325,1005.625,62.0,28.5,18.2,1.25
4076,1980-02-29,945.7,1004.75,46.0,29.7,19.4,2.25
4077,1980-03-01,947.35,1006.65,99.0,28.35,18.15,0.0
4078,1980-03-02,948.325,1008.0,99.0,26.700000000000003,16.9,0.0
4079,1980-03-03,949.475,1009.175,99.0,27.6,15.5,0.0
4080,1980-03-04,949.85,1009.55,99.0,28.05,15.9,0.0
4081,1980-03-05,947.95,1006.975,81.75,30.15,16.5,0.25
4082,1980-03-06,947.15,1006.4,42.5,28.8,18.35,2.25
4083,1980-03-07,946.85,1006.075,28.75,28.85,19.950000000000003,2.25
4084,1980-03-08,947.25,1006.6,28.75,28.4,19.55,2.0
4085,1980-03-09,947.925,1007.525,54.75,27.45,16.1,1.25
4086,1980-03-10,947.825,1007.5,62.0,26.65,18.45,1.75
4087,1980-03-11,948.65,1008.4,60.75,26.65,22.75,1.5
4088,1980-03-12,949.8,1009.65,23.75,26.45,21.3,3.5
4089,1980-03-13,951.075,1010.875,41.0,28.3,19.65,2.5
4090,1980-03-14,952.375,1012.225,62.0,27.35,19.4,0.5
4091,1980-03-15,952.075,1011.7,80.5,28.45,19.25,0.5
4092,1980-03-16,950.275,1009.65,81.75,29.1,18.2,0.75
4093,1980-03-17,950.65,1009.975,81.75,29.7,17.4,0.25
4094,1980-03-18,950.8,1010.1,72.0,29.65,16.35,1.25
4095,1980-03-19,949.925,1009.15,46.0,30.0,17.5,1.0
4096,1980-03-20,950.05,1009.2,72.0,30.35,17.6,0.75
4097,1980-03-21,950.2,1009.4333333333334,74.33333333333333,29.933333333333334,18.466666666666665,0.6666666666666666
