,date,SLP,MSLP,EVP,DBT,WBT,RF
0,1969-01-01,950.35,1011.7,12.0,20.0,18.8,4.5
1,1969-01-02,949.9,1011.55,41.5,18.5,18.1,4.0
2,1969-01-03,950.65,1011.95,70.0,20.5,18.700000000000003,2.0
3,1969-01-04,951.35,1012.75,79.5,19.7,17.0,1.5
4,1969-01-05,952.85,1014.5,34.0,19.3,17.7,3.5
5,1969-01-06,953.8,1015.6,99.0,18.7,17.2,0.0
6,1969-01-07,954.75,1016.85,89.5,17.7,16.3,3.0
7,1969-01-08,954.55,1016.8,77.5,16.9,15.4,2.0
8,1969-01-09,954.35,1016.7,80.0,16.1,14.8,2.0
9,1969-01-10,953.55,1015.75,99.0,16.8,14.5,0.0
10,1969-01-11,952.8,1014.45,89.5,19.1,15.4,1.0
11,1969-01-12,953.45,1015.25,89.5,18.7,15.8,1.0
12,1969-01-13,953.3,1014.95,89.5,19.3,16.5,1.0
13,1969-01-14,952.95,1015.05,87.0,17.2,15.0,2.0
14,1969-01-15,953.8,1015.55,70.0,18.6,11.3,3.0
15,1969-01-16,954.75,1017.4,75.0,15.3,11.8,2.0
16,1969-01-17,953.85,1016.3,89.5,15.8,13.4,2.0
17,1969-01-18,952.45,1014.45,53.5,17.6,16.1,0.5
18,1969-01-19,952.0,1014.15,99.0,16.9,15.3,0.0
19,1969-01-20,953.5,1015.7,99.0,16.700000000000003,14.4,0.0
20,1969-01-21,954.4,1017.05,99.0,15.4,13.5,0.0
21,1969-01-22,953.85,1016.25,99.0,16.0,13.8,0.0
22,1969-01-23,951.85,1014.05,89.5,16.2,13.2,1.0
23,1969-01-24,951.6,1014.0,87.0,14.9,12.0,1.5
24,1969-01-25,951.5,1014.25,77.5,14.0,11.0,2.0
25,1969-01-26,949.85,1012.15,87.0,15.0,11.1,1.0
26,1969-01-27,947.7,1009.85,99.0,15.3,11.0,0.0
27,1969-01-28,947.7,1009.4,89.5,17.2,12.1,0.5
28,1969-01-29,949.65,1011.65,89.5,16.2,13.2,0.5
29,1969-01-30,950.0,1012.0,87.0,16.6,11.6,1.0
30,1969-01-31,949.65,1011.7,89.5,16.3,11.4,0.5
31,1969-02-01,950.05,1012.15,87.0,16.2,12.3,2.0
32,1969-02-02,951.1,1012.95,80.0,17.6,15.5,4.0
33,1969-02-03,951.0,1012.85,71.0,22.606235900084258,17.85662888825472,2.5
34,1969-02-04,951.3,1013.35,80.0,16.8,13.1,3.5
35,1969-02-05,950.85,1012.25,99.0,19.7,15.7,0.0
36,1969-02-06,952.05,1014.2,99.0,17.0,12.8,0.0
37,1969-02-07,954.2,1016.05,80.5,18.9,14.7,0.5
38,1969-02-08,956.35,1018.8,89.5,16.5,13.5,3.0
39,1969-02-09,956.25,1018.35,89.5,18.1,14.1,0.5
40,1969-02-10,954.0,1016.05,99.0,17.6,12.7,0.0
41,1969-02-11,951.05,1012.8,99.0,18.2,12.9,0.0
42,1969-02-12,950.1,1011.2,99.0,20.8,14.0,0.0
43,1969-02-13,947.6,1007.9,99.0,23.4,15.0,0.0
44,1969-02-14,950.8,1012.3,80.0,19.5,15.7,1.5
45,1969-02-15,950.85,1012.25,53.0,19.7,16.4,0.5
46,1969-02-16,951.75,1012.95,79.5,20.5,16.8,0.5
47,1969-02-17,952.35,1013.55,80.5,21.0,18.6,0.5
48,1969-02-18,951.7,1012.85,79.5,21.1,16.9,0.5
49,1969-02-19,950.2,1010.8,89.5,22.9,15.2,1.5
50,1969-02-20,950.55,1011.4,79.5,22.6,15.3,0.5
51,1969-02-21,950.35,1010.8,87.0,23.6,16.6,0.5
52,1969-02-22,949.45,1009.6,47.5,25.1,18.1,1.5
53,1969-02-23,948.7,1008.85,50.0,24.7,20.5,1.5
54,1969-02-24,950.3,1011.0,99.0,23.7,20.6,0.0
55,1969-02-25,951.0,1011.65,35.0,23.200000000000003,20.5,2.5
56,1969-02-26,952.95,1013.8,89.5,23.3,19.2,1.0
57,1969-02-27,954.1,1015.15,70.0,22.5,16.5,1.0
58,1969-02-28,953.4,1014.35,99.0,22.5,16.8,0.0
59,1969-03-01,951.6,1012.05,89.5,24.1,15.2,0.5
60,1969-03-02,951.85,1012.45,99.0,24.0,15.7,0.0
61,1969-03-03,953.25,1013.85,75.0,22.3,16.8,4.0
62,1969-03-04,952.75,1013.7,79.5,21.9,18.1,0.5
63,1969-03-05,951.4,1012.05,79.5,23.1,15.1,0.5
64,1969-03-06,951.1,1011.45,60.0,24.4,15.8,2.5
65,1969-03-07,949.75,1009.7,89.5,25.8,15.7,1.5
66,1969-03-08,950.35,1010.9,55.0,23.8,17.9,3.5
67,1969-03-09,950.7,1010.95,60.0,25.1,17.9,4.5
68,1969-03-10,950.35,1010.35,60.0,26.0,19.200000000000003,1.5
69,1969-03-11,950.9,1011.35,52.5,24.0,18.2,2.0
70,1969-03-12,951.1,1010.55,70.0,24.1,17.2,2.5
71,1969-03-13,950.3,1010.6,89.5,24.6,20.0,1.5
72,1969-03-14,950.05,1010.6,99.0,23.4,18.1,0.0
73,1969-03-15,950.5,1010.45,61.0,26.8,17.2,3.5
74,1969-03-16,952.25,1012.75,42.5,24.0,18.8,1.5
75,1969-03-17,950.15,1010.5,62.0,24.9,16.3,0.5
76,1969-03-18,948.8,1008.95,64.5,25.5,18.0,0.5
77,1969-03-19,949.1,1009.2,87.0,25.4,17.8,1.0
78,1969-03-20,948.75,1009.0,89.5,25.0,22.8,0.5
79,1969-03-21,949.35,1009.4,87.0,25.7,22.7,0.5
80,1969-03-22,949.8,1009.75,62.0,26.4,22.3,0.5
81,1969-03-23,950.6,1010.7,79.5,25.6,19.9,0.5
82,1969-03-24,949.65,1009.55,70.0,26.4,19.3,1.5
83,1969-03-25,949.15,1009.0,89.5,26.3,16.5,0.5
84,1969-03-26,948.85,1008.8,99.0,25.5,20.6,0.0
85,1969-03-27,948.3,1007.8,99.0,27.4,20.0,0.0
86,1969-03-28,948.7,1008.55,79.5,26.5,21.3,2.0
87,1969-03-29,948.9,1008.35,60.0,28.9,21.4,5.0
88,1969-03-30,949.3,1008.75,62.0,28.200000000000003,20.4,2.0
89,1969-03-31,948.1,1007.55,70.0,28.2,19.5,2.0
90,1969-04-01,947.9,1007.45,79.5,27.7,20.0,1.0
91,1969-04-02,947.9,1007.55,80.0,27.3,19.5,3.5
92,1969-04-03,948.2,1007.8,70.0,27.3,20.4,3.5
93,1969-04-04,949.6,1009.8,79.5,25.200000000000003,19.2,0.5
94,1969-04-05,951.45,1011.8,89.5,25.0,20.5,1.0
95,1969-04-06,952.2,1011.95,89.5,27.5,20.7,1.0
96,1969-04-07,951.05,1010.9,67.5,27.4,21.2,4.5
97,1969-04-08,950.05,1009.6,60.0,28.0,20.8,2.0
98,1969-04-09,952.7,1012.95,62.0,26.1,22.0,4.5
99,1969-04-10,950.95,1010.8,79.5,27.0,19.700000000000003,1.0
100,1969-04-11,949.95,1009.3,77.5,28.9,21.2,4.5
101,1969-04-12,949.8,1009.25,45.0,28.8,21.3,1.5
102,1969-04-13,949.4,1008.25,67.5,29.5,21.1,3.0
103,1969-04-14,947.5,1006.55,99.0,30.0,20.5,0.0
104,1969-04-15,946.1,1005.0,99.0,30.4,21.6,0.0
105,1969-04-16,945.4,1004.25,87.0,30.7,20.7,1.5
106,1969-04-17,944.7,1003.4,80.0,31.5,21.8,1.5
107,1969-04-18,945.7,1004.4,79.5,31.2,24.700000000000003,1.5
108,1969-04-19,947.1,1006.35,99.0,28.700000000000003,22.700000000000003,0.0
109,1969-04-20,946.6,1005.75,89.5,28.9,24.200000000000003,1.5
110,1969-04-21,948.15,1008.15,25.0,25.4,21.8,3.0
111,1969-04-22,947.25,1006.4,42.5,29.0,24.5,1.5
112,1969-04-23,946.8,1006.15,79.5,28.5,23.0,0.5
113,1969-04-24,946.55,1005.55,62.0,29.7,23.700000000000003,0.5
114,1969-04-25,948.5,1008.0,55.0,28.2,23.0,1.5
115,1969-04-26,949.4,1008.95,25.0,27.8,22.5,1.0
116,1969-04-27,948.7,1008.15,45.0,28.5,21.1,2.0
117,1969-04-28,947.3,1006.05,42.5,31.2,22.5,2.5
118,1969-04-29,946.25,1005.35,60.0,29.1,22.1,4.0
119,1969-04-30,946.6,1005.6,60.0,29.7,22.3,1.5
120,1969-05-01,947.05,1006.3,60.0,28.4,22.9,2.0
121,1969-05-02,945.25,1004.3,99.0,29.1,20.7,0.0
122,1969-05-03,946.6,1005.9,99.0,27.8,23.8,0.0
123,1969-05-04,948.95,1008.45,60.0,28.0,23.8,1.0
124,1969-05-05,950.6,1010.85,60.0,25.3,22.8,5.5
125,1969-05-06,949.25,1008.95,79.5,27.6,21.85,0.5
126,1969-05-07,948.1,1007.45,60.0,28.6,21.3,1.5
127,1969-05-08,946.45,1005.65,79.5,28.5,22.0,1.0
128,1969-05-09,945.9,1005.0,60.0,29.3,20.7,2.0
129,1969-05-10,946.4,1005.4,50.0,29.6,21.6,1.0
130,1969-05-11,945.7,1004.7,79.5,29.7,21.0,3.0
131,1969-05-12,943.75,1002.65,67.5,29.3,24.4,2.0
132,1969-05-13,943.7,1002.2,79.5,31.6,25.0,1.5
133,1969-05-14,943.4,1002.8,22.5,27.1,22.1,1.5
134,1969-05-15,944.55,1003.7,52.5,29.0,24.0,4.5
135,1969-05-16,945.0,1004.65,27.5,26.5,21.8,3.5
136,1969-05-17,943.4,1002.85,25.0,26.6,22.8,3.0
137,1969-05-18,942.1,1001.85,19.0,25.0,22.9,2.5
138,1969-05-19,941.3,1001.1,15.0,24.6,22.0,3.5
139,1969-05-20,943.3,1002.95,22.5,25.4,22.6,3.5
140,1969-05-21,944.55,1004.6,50.0,23.7,22.0,4.5
141,1969-05-22,943.4,1002.55,75.0,28.0,23.3,2.0
142,1969-05-23,941.5,1000.5,99.0,28.4,23.3,0.0
143,1969-05-24,941.45,1000.2,67.5,30.200000000000003,25.200000000000003,1.5
144,1969-05-25,942.2,1001.1,55.0,29.3,25.0,2.0
145,1969-05-26,943.0,1001.95,52.5,29.1,22.5,1.5
146,1969-05-27,943.0,1001.95,67.5,29.1,22.0,3.0
147,1969-05-28,941.05,999.2,42.5,32.3,19.4,1.5
148,1969-05-29,942.45,1001.1,67.5,30.5,19.3,4.0
149,1969-05-30,943.4,1002.15,70.0,30.3,21.5,2.5
150,1969-05-31,944.15,1003.05,40.0,29.8,21.8,2.5
151,1969-06-01,944.4,1003.05,27.5,31.1,21.8,1.0
152,1969-06-02,945.3,1004.55,25.0,27.8,22.6,3.0
153,1969-06-03,944.15,1003.55,25.0,27.4,22.700000000000003,1.0
154,1969-06-04,943.25,1002.6,52.5,27.2,22.1,4.0
155,1969-06-05,944.45,1003.7,20.0,27.8,21.9,2.5
156,1969-06-06,943.0,1002.2,67.5,27.7,22.6,2.0
157,1969-06-07,943.1,1002.55,68.5,26.6,20.7,3.0
158,1969-06-08,942.75,1001.8,52.5,28.4,20.5,2.5
159,1969-06-09,944.0,1003.0,67.5,29.1,21.6,2.5
160,1969-06-10,943.95,1003.05,60.0,28.6,22.7,1.5
161,1969-06-11,944.05,1003.55,27.5,26.4,22.8,2.0
162,1969-06-12,943.7,1002.95,42.5,27.8,22.6,3.0
163,1969-06-13,943.05,1002.15,27.5,27.9,23.0,1.5
164,1969-06-14,943.55,1003.1,30.0,25.4,23.3,2.0
165,1969-06-15,944.4,1004.3,16.5,24.6,22.55,3.5
166,1969-06-16,945.35,1005.2,30.0,25.5,22.700000000000003,2.0
167,1969-06-17,944.65,1004.6,25.0,24.5,22.700000000000003,1.5
168,1969-06-18,944.2,1003.75,70.0,26.700000000000003,21.4,2.5
169,1969-06-19,944.15,1004.05,45.0,25.2,22.200000000000003,3.0
170,1969-06-20,943.95,1003.75,20.0,25.3,22.200000000000003,2.0
171,1969-06-21,943.6,1003.15,18.5,26.200000000000003,21.4,2.0
172,1969-06-22,943.2,1002.75,52.5,26.0,22.3,1.5
173,1969-06-23,943.75,1003.1,60.0,27.1,22.3,2.0
174,1969-06-24,944.15,1003.45,67.5,27.8,22.9,3.5
175,1969-06-25,944.7,1004.05,27.5,27.7,23.6,1.0
176,1969-06-26,944.65,1004.5,16.5,25.0,23.0,2.5
177,1969-06-27,943.85,1003.65,20.0,24.0,22.700000000000003,3.5
178,1969-06-28,942.8,1002.75,16.5,24.2,22.950000000000003,2.5
179,1969-06-29,943.9,1003.55,19.0,25.8,22.6,3.5
180,1969-06-30,942.95,1002.7,34.0,25.3,22.700000000000003,4.0
181,1969-07-01,941.95,1001.4,22.5,25.9,22.5,2.5
182,1969-07-02,941.65,1001.45,19.5,25.0,22.8,3.5
183,1969-07-03,942.0,1001.9,9.0,24.4,22.35,5.0
184,1969-07-04,943.25,1003.3,11.5,23.7,21.8,4.0
185,1969-07-05,943.6,1003.05,17.5,24.200000000000003,21.8,1.5
186,1969-07-06,943.45,1003.5,15.0,23.8,22.0,2.5
187,1969-07-07,944.6,1004.55,11.5,24.6,22.6,4.5
188,1969-07-08,944.35,1004.25,20.0,24.5,23.0,2.0
189,1969-07-09,944.25,1004.1,17.0,25.1,22.35,2.5
190,1969-07-10,944.6,1004.25,20.0,26.1,22.25,1.0
191,1969-07-11,944.45,1004.5,17.5,24.5,22.6,2.0
192,1969-07-12,943.0,1002.95,8.0,23.8,22.15,3.0
193,1969-07-13,941.0,1000.9,17.5,23.7,21.4,3.0
194,1969-07-14,940.95,1000.7,8.0,24.6,22.7,3.5
195,1969-07-15,942.4,1002.55,9.0,23.0,22.2,1.5
196,1969-07-16,944.6,1004.55,11.5,24.3,22.0,2.5
197,1969-07-17,945.05,1005.0,34.5,25.0,21.0,1.5
198,1969-07-18,944.45,1004.4,14.0,24.7,20.9,3.0
199,1969-07-19,945.2,1005.15,22.5,24.8,20.7,3.0
200,1969-07-20,944.1,1004.3,11.5,24.0,21.45,4.0
201,1969-07-21,943.15,1003.2,9.0,22.8,20.8,2.5
202,1969-07-22,942.15,1002.05,14.0,24.5,21.8,3.0
203,1969-07-23,943.4,1003.35,20.0,24.2,22.0,2.0
204,1969-07-24,942.9,1002.85,14.5,23.8,22.0,3.5
205,1969-07-25,943.45,1003.65,8.5,23.0,21.8,4.0
206,1969-07-26,945.4,1005.55,8.0,23.3,21.8,2.5
207,1969-07-27,945.2,1005.55,16.5,22.8,21.8,2.5
208,1969-07-28,944.5,1005.05,8.0,21.9,21.1,4.0
209,1969-07-29,943.45,1003.85,7.5,22.4,21.0,5.0
210,1969-07-30,941.95,1002.25,8.5,22.5,21.1,5.0
211,1969-07-31,941.7,1001.9,9.5,22.2,21.3,5.0
212,1969-08-01,942.4,1002.5,9.0,22.8,21.3,4.5
213,1969-08-02,943.3,1003.35,16.5,23.5,21.9,3.0
214,1969-08-03,943.35,1003.4,33.5,23.7,21.6,3.0
215,1969-08-04,944.25,1004.3,14.5,24.3,21.5,3.5
216,1969-08-05,944.85,1005.0,41.5,23.7,21.700000000000003,4.0
217,1969-08-06,943.65,1003.65,11.5,24.2,21.6,2.5
218,1969-08-07,943.9,1003.9,17.0,24.2,22.1,2.0
219,1969-08-08,944.45,1004.6,33.0,23.700000000000003,21.4,3.5
220,1969-08-09,943.3,1003.35,14.0,23.700000000000003,21.5,2.0
221,1969-08-10,944.15,1004.2,17.5,23.7,20.9,2.0
222,1969-08-11,945.55,1005.5,45.0,24.4,21.0,2.0
223,1969-08-12,946.1,1006.0,22.5,24.9,21.2,2.0
224,1969-08-13,946.75,1006.85,69.0,24.55,20.9,1.5
225,1969-08-14,945.9,1005.85,41.5,24.6,21.7,2.0
226,1969-08-15,945.8,1005.95,8.0,23.6,22.0,2.5
227,1969-08-16,947.15,1007.25,42.5,24.55,21.6,1.5
228,1969-08-17,947.85,1007.8,45.0,25.5,22.5,3.5
229,1969-08-18,947.8,1007.85,42.5,25.5,22.5,1.0
230,1969-08-19,947.4,1007.1,22.5,25.85,23.200000000000003,2.0
231,1969-08-20,947.2,1007.1,13.5,24.6,23.5,3.0
232,1969-08-21,947.0,1007.25,8.5,23.4,22.6,3.5
233,1969-08-22,946.45,1006.75,20.0,22.9,21.8,2.0
234,1969-08-23,947.2,1007.55,20.0,23.0,22.5,4.0
235,1969-08-24,948.35,1008.6,22.5,24.6,22.700000000000003,1.5
236,1969-08-25,948.55,1008.45,35.0,23.4,21.9,2.5
237,1969-08-26,948.85,1009.25,11.5,23.700000000000003,22.200000000000003,3.0
238,1969-08-27,947.75,1007.8,16.5,25.4,23.5,1.0
239,1969-08-28,946.95,1007.1,25.0,24.3,21.6,1.5
240,1969-08-29,947.1,1007.45,17.5,23.5,22.0,2.0
241,1969-08-30,946.05,1006.15,16.5,23.75,22.4,3.0
242,1969-08-31,945.85,1006.1,16.5,23.5,22.0,1.5
243,1969-09-01,945.1,1005.15,14.0,23.9,23.0,2.5
244,1969-09-02,943.75,1003.7,19.0,24.3,23.200000000000003,3.0
245,1969-09-03,942.9,1003.15,10.0,22.3,21.3,3.0
246,1969-09-04,943.0,1003.15,14.0,23.5,21.9,4.0
247,1969-09-05,943.7,1003.7,8.0,24.200000000000003,22.5,4.5
248,1969-09-06,942.75,1003.25,7.5,21.3,20.8,2.0
249,1969-09-07,940.1,1000.4,7.0,21.4,20.4,6.0
250,1969-09-08,941.15,1001.45,7.0,21.9,21.0,7.0
251,1969-09-09,942.4,1002.65,16.0,22.5,20.9,3.5
252,1969-09-10,943.7,1003.75,34.0,23.2,21.0,1.0
253,1969-09-11,945.85,1006.1,80.0,23.3,19.8,2.0
254,1969-09-12,946.7,1006.95,80.0,23.25,20.4,2.5
255,1969-09-13,947.15,1007.5,42.5,23.3,21.1,1.5
256,1969-09-14,947.5,1007.85,55.5,23.4,21.700000000000003,1.0
257,1969-09-15,946.65,1007.0,52.5,23.1,21.700000000000003,3.0
258,1969-09-16,947.1,1007.4,60.0,23.7,22.1,3.5
259,1969-09-17,946.2,1006.2,25.0,24.4,22.200000000000003,1.5
260,1969-09-18,943.5,1003.75,10.0,22.5,21.4,4.0
261,1969-09-19,943.3,1003.85,8.0,21.2,20.4,3.0
262,1969-09-20,944.0,1004.5,25.0,21.6,20.1,3.5
263,1969-09-21,944.75,1005.35,34.0,21.6,19.8,4.5
264,1969-09-22,947.45,1008.05,60.0,22.2,19.6,4.0
265,1969-09-23,947.5,1007.95,59.0,22.700000000000003,20.7,5.0
266,1969-09-24,947.9,1008.5,50.0,22.9,21.2,2.5
267,1969-09-25,948.2,1008.85,77.5,23.0,21.8,6.0
268,1969-09-26,948.05,1008.55,87.0,22.9,20.6,1.0
269,1969-09-27,948.3,1008.85,59.0,23.4,20.8,2.0
270,1969-09-28,948.95,1009.7,99.0,22.2,19.5,0.0
271,1969-09-29,949.85,1010.6,89.5,22.0,19.35,0.5
272,1969-09-30,949.3,1010.15,89.5,21.6,18.3,0.5
273,1969-10-01,948.9,1009.75,79.5,21.8,17.8,0.5
274,1969-10-02,948.7,1009.35,79.5,22.9,19.1,1.0
275,1969-10-03,949.35,1010.2,42.5,22.0,18.9,1.0
276,1969-10-04,949.65,1010.3,89.5,22.5,19.6,0.5
277,1969-10-05,949.75,1010.45,60.0,22.5,19.1,4.0
278,1969-10-06,949.65,1010.0,60.0,24.3,19.9,3.0
279,1969-10-07,949.4,1009.55,60.0,25.1,22.3,5.0
280,1969-10-08,949.05,1009.45,59.5,23.7,22.200000000000003,1.5
281,1969-10-09,949.85,1010.15,42.5,24.1,22.3,1.0
282,1969-10-10,950.7,1011.95,34.0,22.9,21.6,2.0
283,1969-10-11,950.8,1010.85,79.5,23.5,22.1,1.0
284,1969-10-12,950.55,1011.3,99.0,22.4,19.700000000000003,0.0
285,1969-10-13,950.95,1011.8,87.0,21.8,19.6,1.5
286,1969-10-14,950.75,1011.55,89.5,22.200000000000003,18.9,0.5
287,1969-10-15,951.05,1011.8,67.5,22.5,20.0,1.0
288,1969-10-16,950.15,1010.9,14.0,22.4,20.8,2.5
289,1969-10-17,949.35,1010.5,8.0,20.4,19.4,2.5
290,1969-10-18,949.1,1010.05,21.0,21.3,19.9,3.0
291,1969-10-19,948.85,1009.4,22.5,23.3,21.7,2.5
292,1969-10-20,949.6,1010.3,79.5,22.9,20.95,1.0
293,1969-10-21,950.1,1010.85,67.5,21.200000000000003,20.2,3.5
294,1969-10-22,948.95,1009.9,75.0,21.3,18.8,5.0
295,1969-10-23,948.25,1009.4,47.5,20.2,18.3,4.5
296,1969-10-24,949.1,1009.8,19.0,22.0,19.8,3.5
297,1969-10-25,951.45,1012.3,8.5,22.2,21.3,5.0
298,1969-10-26,952.65,1013.5,8.0,22.8,21.2,3.0
299,1969-10-27,952.25,1013.05,34.0,22.7,21.5,3.5
300,1969-10-28,951.45,1012.4,70.0,21.6,20.4,2.5
301,1969-10-29,951.8,1013.4,89.5,19.4,17.6,0.5
302,1969-10-30,952.0,1013.25,99.0,20.8,18.5,0.0
303,1969-10-31,951.95,1013.2,99.0,20.5,17.299999999999997,0.0
304,1969-11-01,951.4,1013.05,99.0,18.8,16.3,0.0
305,1969-11-02,950.8,1012.25,99.0,19.9,16.4,0.0
306,1969-11-03,950.95,1012.25,89.5,20.3,16.5,0.5
307,1969-11-04,952.4,1013.95,89.5,19.6,17.1,1.5
308,1969-11-05,951.75,1012.95,80.5,20.6,16.6,0.5
309,1969-11-06,951.3,1012.8,89.5,19.1,16.0,1.5
310,1969-11-07,947.6,1008.15,79.5,22.5,18.5,0.5
311,1969-11-08,0.0,0.0,8.5,21.3,20.6,3.5
312,1969-11-09,947.9,1008.8,7.5,21.0,20.35,4.0
313,1969-11-10,951.7,1012.55,33.5,21.9,21.1,3.5
314,1969-11-11,951.55,1012.5,53.5,21.5,20.8,0.5
315,1969-11-12,950.4,1011.25,53.5,22.2,21.1,3.5
316,1969-11-13,950.15,1010.95,79.5,22.2,21.4,0.5
317,1969-11-14,950.25,1011.1,79.5,22.1,20.8,1.5
318,1969-11-15,950.2,1011.1,70.0,21.8,19.5,4.5
319,1969-11-16,951.95,1013.1,53.5,21.4,19.6,1.0
320,1969-11-17,952.35,1013.45,87.0,20.8,19.4,1.0
321,1969-11-18,952.05,1013.45,62.0,20.3,18.6,1.0
322,1969-11-19,952.85,1014.6,80.5,18.4,15.2,1.0
323,1969-11-20,952.7,1014.65,80.0,17.5,15.2,5.5
324,1969-11-21,951.75,1013.05,60.0,20.1,15.8,4.0
325,1969-11-22,951.8,1013.45,42.5,18.7,17.1,2.5
326,1969-11-23,952.55,1013.9,7.5,20.4,19.8,5.5
327,1969-11-24,954.05,1015.2,7.5,21.3,21.0,4.0
328,1969-11-25,954.5,1015.85,7.5,20.9,20.6,5.5
329,1969-11-26,953.75,1015.05,8.0,21.2,20.6,4.0
330,1969-11-27,952.85,1013.8,7.5,22.2,21.4,4.0
331,1969-11-28,953.15,1014.3,7.5,21.3,20.5,5.0
332,1969-11-29,954.35,1015.7,7.0,20.4,19.6,2.0
333,1969-11-30,954.05,1015.55,11.5,20.2,19.4,2.0
334,1969-12-01,953.1,1014.55,67.5,19.9,18.1,1.5
335,1969-12-02,954.5,1016.25,89.5,19.1,17.5,2.5
336,1969-12-03,954.3,1016.0,70.0,18.9,17.3,1.5
337,1969-12-04,953.2,1015.05,54.5,18.1,17.2,1.0
338,1969-12-05,953.25,1015.15,89.5,17.3,14.6,2.0
339,1969-12-06,952.8,1014.75,89.5,17.8,16.799999999999997,1.5
340,1969-12-07,951.75,1013.6,87.0,17.6,14.3,3.0
341,1969-12-08,952.1,1014.0,53.5,17.8,16.8,2.5
342,1969-12-09,953.6,1015.3,67.5,18.8,17.5,3.5
343,1969-12-10,953.15,1015.2,89.5,17.5,15.8,1.5
344,1969-12-11,951.7,1013.1,47.5,19.5,17.7,4.0
345,1969-12-12,950.5,1011.8,22.5,20.1,18.0,2.0
346,1969-12-13,950.3,1012.15,5.0,17.8,17.2,6.0
347,1969-12-14,950.35,1012.2,7.0,17.5,16.8,5.0
348,1969-12-15,951.65,1013.1,6.5,19.4,18.4,5.0
349,1969-12-16,953.5,1014.85,32.5,20.2,19.5,4.0
350,1969-12-17,955.35,1016.8,8.0,20.6,20.0,4.5
351,1969-12-18,955.2,1017.5,99.0,16.4,15.2,0.0
352,1969-12-19,954.3,1016.85,79.5,15.7,14.1,1.0
353,1969-12-20,954.1,1016.7,80.0,15.1,13.6,1.5
354,1969-12-21,955.6,1018.55,99.0,14.3,13.3,0.0
355,1969-12-22,956.15,1019.2,67.5,14.2,13.6,1.0
356,1969-12-23,955.15,1017.8,61.0,15.2,13.5,1.0
357,1969-12-24,954.6,1017.75,77.5,13.2,11.3,3.0
358,1969-12-25,955.05,1017.95,99.0,14.2,11.6,0.0
359,1969-12-26,955.7,1019.05,99.0,12.3,10.0,0.0
360,1969-12-27,955.05,1018.5,99.0,11.6,9.6,0.0
361,1969-12-28,954.85,1018.2,89.5,12.5,11.1,0.5
362,1969-12-29,955.25,1018.5,80.0,12.9,11.8,5.0
363,1969-12-30,955.75,1019.15,77.5,11.8,11.0,2.0
364,1969-12-31,956.2,1019.15,52.0,14.2,12.8,1.5
365,1970-01-01,956.1,1019.2,80.0,13.9,12.1,1.0
366,1970-01-02,955.55,1018.75,99.0,13.6,10.8,0.0
367,1970-01-03,956.0,1019.2,99.0,13.5,11.5,0.0
368,1970-01-04,953.55,1016.5,99.0,13.2,10.9,0.0
369,1970-01-05,952.55,1015.25,87.0,14.1,11.8,1.0
370,1970-01-06,953.2,1015.15,89.5,17.6,15.8,2.0
371,1970-01-07,954.45,1016.4,53.5,18.1,16.6,3.0
372,1970-01-08,954.25,1016.45,99.0,17.2,15.45,0.0
373,1970-01-09,954.45,1016.45,87.0,18.1,16.1,0.5
374,1970-01-10,954.4,1016.25,87.0,18.5,16.5,3.5
375,1970-01-11,954.3,1016.5,87.0,17.3,15.0,3.5
376,1970-01-12,954.2,1016.7,87.0,15.9,14.5,1.5
377,1970-01-13,955.35,1017.7,87.0,16.5,14.4,2.5
378,1970-01-14,955.15,1017.25,89.5,17.6,15.5,0.5
379,1970-01-15,954.3,1016.75,89.5,16.1,14.1,3.5
380,1970-01-16,952.5,1014.15,89.5,19.0,16.85,2.5
381,1970-01-17,953.7,1015.35,70.0,19.1,17.2,3.0
382,1970-01-18,955.1,1016.85,41.5,19.0,16.9,4.5
383,1970-01-19,954.3,1015.9,34.0,19.5,17.6,3.0
384,1970-01-20,953.4,1014.95,44.0,20.0,18.1,5.0
385,1970-01-21,951.4,1012.6,13.5,20.8,20.1,4.0
386,1970-01-22,951.45,1013.3,89.5,17.6,16.5,1.0
387,1970-01-23,952.0,1013.9,99.0,17.7,14.5,0.0
388,1970-01-24,951.85,1013.15,53.5,20.2,17.45,1.5
389,1970-01-25,951.2,1012.15,55.0,21.6,19.2,3.0
390,1970-01-26,950.5,1011.6,35.0,20.9,17.3,4.0
391,1970-01-27,950.0,1011.65,53.0,18.1,16.4,4.0
392,1970-01-28,950.75,1012.5,77.5,18.1,15.3,5.5
393,1970-01-29,951.25,1012.45,53.5,20.7,18.5,3.0
394,1970-01-30,952.7,1014.0,12.0,21.0,18.9,3.0
395,1970-01-31,951.35,1012.65,77.5,20.1,18.4,2.5
396,1970-02-01,949.6,1010.85,60.0,20.4,18.4,2.5
397,1970-02-02,950.6,1011.7,60.0,21.4,17.9,2.5
398,1970-02-03,952.55,1014.0,99.0,20.5,17.55,0.0
399,1970-02-04,953.75,1015.15,89.5,20.5,16.4,0.5
400,1970-02-05,953.0,1014.55,89.5,19.9,15.8,0.5
401,1970-02-06,952.5,1013.85,89.5,20.9,17.3,3.0
402,1970-02-07,953.05,1014.5,89.5,20.5,14.7,2.5
403,1970-02-08,954.3,1015.85,99.0,20.1,16.3,0.0
404,1970-02-09,955.3,1016.85,87.0,20.1,16.6,0.5
